ID,Title,URL,Current_Type,Classification,Confidence,Score,Reasons
6725,A I Adult Care Home,https://www.seniorly.com/assisted-living/arizona/scottsdale/a-i-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
6738,A Happy Place Adult Care Home,https://www.seniorly.com/assisted-living/arizona/scottsdale/a-happy-place-adult-care-home-inc,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
6753,A Touch Of Elegance Care Home,https://www.seniorly.com/assisted-living/arizona/peoria/a-touch-of-elegance-care-home-llc,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
6769,Absolute Assisted Living Adult Care Home,https://www.seniorly.com/assisted-living/arizona/mesa/absolute-assisted-living-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
6794,Adobe Adult Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/adobe-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
6812,Affirmative Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/affirmative-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
6857,Amandas Care Home,https://www.seniorly.com/assisted-living/arizona/mesa/amanda-s-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
6871,Ambience Care Home,https://www.seniorly.com/assisted-living/arizona/peoria/ambience-care-home-peoria,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
6872,Ambience Care Home 2,https://www.seniorly.com/assisted-living/arizona/peoria/ambience-care-home-2,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
6891,Angel Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/angel-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
6951,Arizona Royal Care Home,https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-royal-care-home-llc,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
7054,Azure Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/azure-care-home-llc,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
7055,B H Adult Care Home,https://www.seniorly.com/assisted-living/arizona/tempe/b-h-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
7056,B And H Adult Care Home,https://www.seniorly.com/assisted-living/arizona/tempe/b-and-h-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
7101,Betania Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/betania-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
7114,Biltmore Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/biltmore-care-home-llc,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
7260,Cesca Adult Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/cesca-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
7266,Charles Residential Care,https://www.seniorly.com/assisted-living/arizona/goodyear/charles-residential-care,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bresidential care\\b (strong home)']
7362,Crystal Joy Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/crystal-joy-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
7373,Daniellas Loving Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/daniella-s-loving-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
7395,Desert Dreams Adult Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/desert-dreams-adult-care-home-llc,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
7457,Diamond Quality Assisted Living Care Home,https://www.seniorly.com/assisted-living/arizona/scottsdale/diamond-quality-assisted-living-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
7559,Emerine Hills Adult Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/emerine-hills-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
7647,Family Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/glendale/family-care-assisted-living-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bfamily care\\b (strong home)']
7649,Family Care Homes Inc Encanto House,https://www.seniorly.com/assisted-living/arizona/mesa/family-care-homes-inc-encanto-house,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bfamily care\\b (strong home)']
7694,First Adult Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/first-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
7712,Flomarie Love Care Home 2,https://www.seniorly.com/assisted-living/arizona/mesa/flomarie-love-care-home-2,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
7718,Foothills Vista Adult Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/foothills-vista-adult-care-home-llc,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
7742,Frances Residential Care 1,https://www.seniorly.com/assisted-living/arizona/tucson/frances-residential-care-1,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bresidential care\\b (strong home)']
7757,G G Comfortable Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/g-g-comfortable-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
7813,Glorianne Adult Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/glorianne-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
8088,Highland Lakes Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/highland-lakes-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
8096,Higley House Care Home,https://www.seniorly.com/assisted-living/arizona/gilbert/higley-house-care-home-llc,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
8264,Jmj Adult Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/j-m-j-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
8273,Jones Family Care Home,https://www.seniorly.com/assisted-living/arizona/mesa/jones-family-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\bcare home\\b(?!\\s+of) (strong home)', 'Title: \\bfamily care\\b (strong home)']"
8458,Liberty Care Home Ii,https://www.seniorly.com/assisted-living/arizona/gilbert/liberty-care-home-ii,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
8547,Lydias Adult Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/lydia-s-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
8566,Maelee Care Home,https://www.seniorly.com/assisted-living/arizona/mesa/maelee-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
8600,Marias Garden Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/maria-s-garden-care-home-llc,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
8602,Marian Adult Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/marian-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
8634,Mary Grace Care Home,https://www.seniorly.com/assisted-living/arizona/mesa/mary-grace-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
8648,Maui Care Home,https://www.seniorly.com/assisted-living/arizona/peoria/maui-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
8739,Monterey Care Home,https://www.seniorly.com/assisted-living/arizona/mesa/monterey-care-home,a:1:{i:0;i:162;},Assisted Living Home,Medium,-4,['Title: \\bcare home\\b(?!\\s+of) (strong home)']
8746,Morning Glory Adult Care Home 1,https://www.seniorly.com/assisted-living/arizona/tucson/morning-glory-adult-care-home-1,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
8776,Mountain View Adult Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/mountain-view-adult-care-home,a:1:{i:0;i:162;},Assisted Living Home,High,-8,"['Title: \\badult care home\\b (strong home)', 'Title: \\bcare home\\b(?!\\s+of) (strong home)']"
