ID,Title,Content,Excerpt,Date,Post Type,Permalink,URL,Title.1,Caption,Description,Alt Text,Featured,URL.1,Care Levels,Locations,States,_wp_page_template,_address,address,_phone,phone,_website,website,_price,price,_location-name,location-name,_type,_amenities,_photos,photos,_location,location,type,completeness_score,_senior_place_url,senior_place_url,_seniorly_url,seniorly_url,amenities,state,_state,care_level,_care_level,_wp_old_slug,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date
6786,Acoya Shea,"At Acoya Shea, residents find a supportive environment that puts well-being first. Amenities include activity room, air conditioning, all day dining, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.",,2025-06-19 00:02:28,listing,https://aplaceforseniorscms.kinsta.cloud/listing/acoya-shea/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/124885dd-eef0-4e42-a7cb-2466a08ff41d.jpeg,124885dd-eef0-4e42-a7cb-2466a08ff41d,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/124885dd-eef0-4e42-a7cb-2466a08ff41d.jpeg,,,Scottsdale,Arizona,default,field_6813f255a7266,"7373 E Shea Boulevard, Scottsdale, Az 85260",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/bd140ecf-f482-46a3-9097-dda13dc37447,field_682e9adea745b,4750,field_682f4d903ba5f,Scottsdale,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/df13aa3ec376f40430804002e4b8e4b38efe7af0/acoya-shea-senior-living-lobby.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/130aa7139c908cf2c397bdadf700541aa0b668b7/acoya-shea-senior-living-patio-1.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/204ebcd588ef2fd9a06ac1ff808c52aee2f772df/acoya-shea-senior-living-activity-room.jpg",field_6851bb26d331f,a:1:{i:0;i:111;},a:3:{i:0;i:6;i:1;i:5;i:2;i:3;},12,field_68af89a6f8692,https://app.seniorplace.com/communities/show/bd140ecf-f482-46a3-9097-dda13dc37447,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,acoya-shea,,default,0,0,0,open,open,2025-08-27 22:45:51
7136,Bridgewater Assisted Living,"BridgeWater Assisted Living creates a space where seniors can feel secure and cared for. Amenities include activity room, air conditioning, all day dining, offering convenience and ease. Here, community and compassion go hand in hand.",,2025-06-19 00:03:02,listing,https://aplaceforseniorscms.kinsta.cloud/listing/bridgewater-assisted-living-2/,,,,,,,,,Avondale,Arizona,default,field_6813f255a7266,"295 E Van Buren Street, Avondale, Az 85323",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/9ce5d2b7-697a-45cd-979c-1f81349645c3,field_682e9adea745b,4660.0,field_682f4d903ba5f,Avondale,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/4880b7422a226c9e36e571807e12f769f7c23cb0/Screenshot%202024-03-13%20at%202.27.34%E2%80%AFPM.png, https://d354o3y6yz93dt.cloudfront.net/images/1200x/08ba53da0c74b913e67d5c0daeee2b96e23a5ebb/Screenshot%202024-03-13%20at%202.27.28%E2%80%AFPM.png, https://d354o3y6yz93dt.cloudfront.net/images/1200x/46a48a009c8f698e227454b8bd1056f7c1e62f14/Screenshot%202024-03-13%20at%202.27.47%E2%80%AFPM.png",field_6851bb26d331f,a:1:{i:0;i:133;},a:1:{i:0;i:1;},0,field_68af89a6f8692,https://app.seniorplace.com/communities/show/9ce5d2b7-697a-45cd-979c-1f81349645c3,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,bridgewater-assisted-living-2,,default,0,0,0,open,open,2025-08-27 22:47:51
7262,Chandler Post Acute And Rehabilitation,"Chandler Post Acute And Rehabilitation offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include accepted financial services, activity room, air conditioning, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.",,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/chandler-post-acute-and-rehabilitation/,,,,,,,,,Chandler,Arizona,default,field_6813f255a7266,"2121 W Elgin Street, Chandler, Az 85224",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/1d9c19ad-2e5b-4169-b77a-267611b60b1c,field_682e9adea745b,3450.0,field_682f4d903ba5f,Chandler,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/b919391bcb73e4f130cd1a833c831301e3071146/chandler-post-acute-and-rehabilitationchandler-post-acute-and-rehabilitation-1-exterior-574.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/b919391bcb73e4f130cd1a833c831301e3071146/chandler-post-acute-and-rehabilitationchandler-post-acute-and-rehabilitation-1-exterior-575.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/b919391bcb73e4f130cd1a833c831301e3071146/chandler-post-acute-and-rehabilitationchandler-post-acute-and-rehabilitation-1-exterior-571.jpg",field_6851bb26d331f,a:1:{i:0;i:126;},a:1:{i:0;i:1;},0,field_68af89a6f8692,https://app.seniorplace.com/communities/show/1d9c19ad-2e5b-4169-b77a-267611b60b1c,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,chandler-post-acute-and-rehabilitation,,default,0,0,0,open,open,2025-08-27 22:48:36
7408,Desert Jewel At Orange Tree,"Desert Jewel At Orange Tree is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.",,2025-06-19 00:03:31,listing,https://aplaceforseniorscms.kinsta.cloud/listing/desert-jewel-at-orange-tree/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/69140799724b6e9fda32d63832097834.jpg,69140799724b6e9fda32d63832097834,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/69140799724b6e9fda32d63832097834.jpg,,,Scottsdale,Arizona,default,field_6813f255a7266,"5640 E Shea Boulevard, Scottsdale, Az 85254",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/c6e3855b-c054-458e-be0c-92d25ff66501,field_682e9adea745b,3110.0,field_682f4d903ba5f,Scottsdale,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:111;},a:1:{i:0;i:1;},2,field_68af89a6f8692,https://app.seniorplace.com/communities/show/c6e3855b-c054-458e-be0c-92d25ff66501,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,desert-jewel-at-orange-tree,,default,0,0,0,open,open,2025-08-27 22:49:28
7680,Fellowship Square Historic Mesa,"Fellowship Square Historic Mesa is a thoughtfully designed residence focused on quality living for seniors. Amenities include activity room, air conditioning, all day dining, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.",,2025-06-19 00:04:10,listing,https://aplaceforseniorscms.kinsta.cloud/listing/fellowship-square-historic-mesa/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/Fellowship20Square20Historic20Mesa_Photos_01_Seniorly.jpg,Fellowship20Square20Historic20Mesa_Photos_01_Seniorly,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/Fellowship20Square20Historic20Mesa_Photos_01_Seniorly.jpg,,,Mesa,Arizona,default,field_6813f255a7266,"35 W Brown Road, Mesa, Az 85201",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/b2318b64-dff4-494d-9ee2-ffd2220f26e1,field_682e9adea745b,2241,field_682f4d903ba5f,Mesa,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/1497e152880c71f3bec12ab3c9faf6eb22fe31b7/fellowship-square-historic-mesa-mesa_01_sly_high_res_.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/8432f39c1445b382bc504246f6596b82/Fellowship%2520Square%2520Historic%2520Mesa_Photos_02_Seniorly.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/b3b9d28c1e3b020118e95eb5d9385a929351fc4e/fellowship-square-historic-mesa-mesa_02.jpg",field_6851bb26d331f,a:1:{i:0;i:116;},a:3:{i:0;i:6;i:1;i:5;i:2;i:3;},12,field_68af89a6f8692,https://app.seniorplace.com/communities/show/b2318b64-dff4-494d-9ee2-ffd2220f26e1,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,fellowship-square-historic-mesa,,default,0,0,0,open,open,2025-08-27 22:50:25
7736,Fountain View Village,"At Fountain View Village, residents find a supportive environment that puts well-being first. Amenities include activity room, air conditioning, all day dining, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.",,2025-06-19 00:04:15,listing,https://aplaceforseniorscms.kinsta.cloud/listing/fountain-view-village/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/6b57bdff-540a-4cce-8390-3e9657e254fc.jpeg,6b57bdff-540a-4cce-8390-3e9657e254fc,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/6b57bdff-540a-4cce-8390-3e9657e254fc.jpeg,,,Fountain Hills,Arizona,default,field_6813f255a7266,"16455 E Avenue Of The Fountains, Fountain Hills, Az 85268",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/7491fa4f-8f2f-4987-ab2d-ded6b62b0a5c,field_682e9adea745b,5070,field_682f4d903ba5f,Fountain Hills,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/7a30755b862cd4c42473147ef3241072ebafb4e7/fountain-view-village-1-exterior-700_sly_high_res_.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/884b0a83b093633f0b29f94e98987f4cef8f0aad/fountain-view-village-Dining-491.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/cdb19cdf18afb7a382e71aff4ae564f6608fbbe3/fountain-view-village-interior-701_sly_high_res_.jpg",field_6851bb26d331f,a:1:{i:0;i:141;},a:3:{i:0;i:6;i:1;i:5;i:2;i:3;},12,field_68af89a6f8692,https://app.seniorplace.com/communities/show/7491fa4f-8f2f-4987-ab2d-ded6b62b0a5c,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,fountain-view-village,,default,0,0,0,open,open,2025-08-27 22:50:35
8036,Heaven Can Wait,"Heaven Can Wait is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.",,2025-06-19 00:05:07,listing,https://aplaceforseniorscms.kinsta.cloud/listing/heaven-can-wait/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/a17d6848-0223-4e22-b3a4-6ec3a5004d89.jpeg,a17d6848-0223-4e22-b3a4-6ec3a5004d89,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/a17d6848-0223-4e22-b3a4-6ec3a5004d89.jpeg,,,Laveen,Arizona,default,field_6813f255a7266,"4205 W Sioux Street, Laveen, Az 85339",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/8c3ea156-98da-41ed-b5a1-e14bb9c12152,field_682e9adea745b,4220.0,field_682f4d903ba5f,Laveen,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:121;},a:1:{i:0;i:162;},2,field_68af89a6f8692,https://app.seniorplace.com/communities/show/8c3ea156-98da-41ed-b5a1-e14bb9c12152,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,heaven-can-wait,,default,0,0,0,open,open,2025-08-27 22:51:31
8073,Heritage Village Assisted Living,"Heritage Village Assisted Living is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, arts room, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.",,2025-06-19 00:05:13,listing,https://aplaceforseniorscms.kinsta.cloud/listing/heritage-village-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/heritage-village-assisted-living-and-memory-care-mesa-indoor-common-area.jpeg,heritage-village-assisted-living-and-memory-care-mesa-indoor-common-area,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/heritage-village-assisted-living-and-memory-care-mesa-indoor-common-area.jpeg,,,Mesa,Arizona,default,field_6813f255a7266,"8035 E Brown Road, Mesa, Az 85207",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/67bf5711-23ff-451a-b6d0-3b5607c437bf,field_682e9adea745b,3800.0,field_682f4d903ba5f,Mesa,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/b2b553c0804b01df1b566d11bf5aba8acc9f5ff4/heritage-village-assisted-living-and-memory-care-mesa-bedroom.jpeg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/594b3a69d30c61de322ed1cb856b4c50cc406baa/heritage-village-assisted-living-and-memory-care-mesa-community-exterior.jpeg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/b89413117dbac0392faf0cd5450cc041e540c20b/Screen%20Shot%202022-12-24%20at%2010.07.19%20AM.png",field_6851bb26d331f,a:1:{i:0;i:116;},a:1:{i:0;i:1;},2,field_68af89a6f8692,https://app.seniorplace.com/communities/show/67bf5711-23ff-451a-b6d0-3b5607c437bf,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,heritage-village-assisted-living,,default,0,0,0,open,open,2025-08-27 22:51:38
8229,Inspirations Of Tempe,"Inspirations Of Tempe offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include activity room, air conditioning, all day dining, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.",,2025-06-19 00:05:36,listing,https://aplaceforseniorscms.kinsta.cloud/listing/inspirations-of-tempe/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/inspirations-of-tempe-common-room-2.jpg,inspirations-of-tempe-common-room-2,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/inspirations-of-tempe-common-room-2.jpg,,,Tempe,Arizona,default,field_6813f255a7266,"1875 E Guadalupe Road, Tempe, Az 85283",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/ee729ee8-c473-4640-b68e-4b9a98531c86,field_682e9adea745b,3680,field_682f4d903ba5f,Tempe,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/8ad8825aa2d5bd562bc5f7cdad406dd2b9010650/inspirations-of-tempe-courtyard.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/ea9820df71be33fea1a0d429f270042d0295b757/inspirations-of-tempe-bedroom-1.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/1e55c2c24a7708dcb90fcaf42fb34d8f59c9cb1c/inspirations-of-tempe-patio.jpg",field_6851bb26d331f,a:1:{i:0;i:112;},a:1:{i:0;i:5;},12,field_68af89a6f8692,https://app.seniorplace.com/communities/show/ee729ee8-c473-4640-b68e-4b9a98531c86,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,inspirations-of-tempe,,default,0,0,0,open,open,2025-08-27 22:52:08
8419,Legacy House Of Avondale,"Legacy House of Avondale offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include activity room, air conditioning, all day dining, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.",,2025-06-19 00:06:07,listing,https://aplaceforseniorscms.kinsta.cloud/listing/legacy-house-of-avondale/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/legacy-house-of-avondalelegacy-house-of-avondale-dining-5.jpg,legacy-house-of-avondalelegacy-house-of-avondale-dining-5,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/legacy-house-of-avondalelegacy-house-of-avondale-dining-5.jpg,,,Avondale,Arizona,default,field_6813f255a7266,"2635 N Dysart Road, Avondale, Az 85392",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/ad37ad02-eb52-4687-9746-36f009dfe940,field_682e9adea745b,4840.0,field_682f4d903ba5f,Avondale,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/79907a61c89c5cb187066d02a10b3d7c/LegacyHouseAvondale_Photos_01_Seniorly.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/cb1f968aa0b72e2b23f259d1fad5153536a77724/legacy-house-of-avondalelegacy-house-of-avondale-interior-13.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/cb1f968aa0b72e2b23f259d1fad5153536a77724/legacy-house-of-avondalelegacy-house-of-avondale-interior-12.jpg",field_6851bb26d331f,a:1:{i:0;i:133;},a:1:{i:0;i:1;},2,field_68af89a6f8692,https://app.seniorplace.com/communities/show/ad37ad02-eb52-4687-9746-36f009dfe940,field_68af89b8e4cd0,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,legacy-house-of-avondale,,default,0,0,0,open,open,2025-08-27 22:52:43
